PO_ID,Supplier,Item_Category,Order_Status,Order_Date,Delivery_Date,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,days_to_deliver,negotiated_savings,defect_rate,is_delivered,is_cancelled,is_compliant
PO-00484,Delta_Logistics,Electronics,Delivered,2022-01-25,,67,84.72,73.06,9.0,true,,781.2199999999998,0.13432835820895522,1,0,0
PO-00487,Delta_Logistics,Electronics,Cancelled,2023-02-13,2023-02-16,615,30.3,29.52,96.0,true,3,479.70000000000073,0.15609756097560976,0,1,0
PO-00498,Delta_Logistics,Electronics,Delivered,2022-12-06,2022-12-24,1712,88.17,85.86,246.0,true,18,3954.7200000000039,0.14369158878504673,1,0,0
PO-00510,Delta_Logistics,Electronics,Delivered,2022-11-18,2022-11-19,1755,82.66,73.67,258.0,false,1,15777.449999999992,0.147008547008547,1,0,0
PO-00539,Delta_Logistics,Electronics,Delivered,2022-11-13,2022-11-24,903,95.55,92.45,149.0,false,11,2799.2999999999947,0.16500553709856036,1,0,0
PO-00570,Delta_Logistics,Electronics,Cancelled,2023-03-29,2023-04-09,1041,58.5,52.54,170.0,false,11,6204.3600000000006,0.1633045148895293,0,1,0
PO-00625,Delta_Logistics,Electronics,Delivered,2023-11-15,2023-11-16,203,23.14,20.0,,false,1,637.42000000000007,,1,0,0
PO-00650,Delta_Logistics,Electronics,Pending,2024-01-01,2024-01-04,1327,59.57,56.44,169.0,true,3,4153.5100000000029,0.12735493594574226,0,0,0
PO-00655,Delta_Logistics,Electronics,Pending,2022-11-24,2022-12-10,571,49.98,45.58,,false,16,2512.3999999999992,,0,0,0
PO-00672,Delta_Logistics,Electronics,Delivered,2023-03-02,2023-03-04,841,86.43,83.77,125.0,false,2,2237.060000000009,0.14863258026159334,1,0,0
PO-00673,Delta_Logistics,Electronics,Delivered,2022-03-05,2022-03-16,385,18.23,17.74,,true,11,188.65000000000077,,1,0,0
PO-00701,Delta_Logistics,Electronics,Delivered,2023-11-27,,61,26.47,24.62,6.0,true,,112.84999999999987,0.098360655737704916,1,0,0
PO-00703,Delta_Logistics,Electronics,Delivered,2022-06-19,2022-07-06,1375,30.95,30.02,223.0,true,17,1278.7499999999995,0.16218181818181818,1,0,0
PO-00704,Delta_Logistics,Electronics,Partially Delivered,2023-04-24,2023-05-05,1971,32.4,30.48,321.0,true,11,3784.3199999999965,0.16286149162861491,0,0,0
PO-00751,Delta_Logistics,Electronics,Delivered,2023-04-30,,1809,13.58,12.68,,false,,1628.1000000000006,,1,0,0
PO-00773,Delta_Logistics,Electronics,Delivered,2023-02-11,2023-02-20,1685,43.42,42.24,262.0,true,9,1988.2999999999995,0.15548961424332344,1,0,0
PO-00021,Epsilon_Group,Electronics,Cancelled,2022-01-28,2022-02-12,1735,20.54,19.69,49.0,true,15,1474.7499999999964,0.02824207492795389,0,1,0
PO-00051,Epsilon_Group,Electronics,Delivered,2023-07-04,2023-07-14,1007,22.56,19.59,,true,10,2990.7899999999991,,1,0,0
PO-00098,Epsilon_Group,Electronics,Delivered,2022-08-13,2022-09-01,451,95.2,90.07,21.0,true,19,2313.6300000000042,0.046563192904656318,1,0,0
PO-00107,Epsilon_Group,Electronics,Delivered,2022-03-09,2022-03-12,1344,12.5,10.87,44.0,true,3,2190.7200000000012,0.03273809523809524,1,0,0
PO-00125,Epsilon_Group,Electronics,Delivered,2023-03-15,2023-03-26,237,64.19,59.01,7.0,true,11,1227.6599999999999,0.029535864978902954,1,0,0
PO-00128,Epsilon_Group,Electronics,Delivered,2023-01-06,2023-01-24,1114,91.66,85.53,35.0,true,18,6828.8199999999952,0.03141831238779174,1,0,0
PO-00156,Epsilon_Group,Electronics,Delivered,2023-10-19,2023-11-07,250,45.92,41.02,3.0,true,19,1224.9999999999995,0.012,1,0,0
PO-00160,Epsilon_Group,Electronics,Partially Delivered,2023-03-22,2023-04-09,1106,97.77,90.45,31.0,true,18,8095.9199999999928,0.028028933092224231,0,0,0
PO-00165,Epsilon_Group,Electronics,Pending,2023-05-28,2023-06-11,1801,71.27,61.24,43.0,true,14,18064.029999999988,0.023875624652970572,0,0,0
PO-00181,Epsilon_Group,Electronics,Delivered,2023-09-06,2023-09-22,816,26.04,25.61,28.0,true,16,350.87999999999977,0.034313725490196081,1,0,0
PO-00202,Epsilon_Group,Electronics,Delivered,2022-06-19,2022-06-20,534,13.88,12.51,100.0,true,1,731.5800000000005,0.18726591760299627,1,0,0
PO-00206,Epsilon_Group,Electronics,Delivered,2023-03-10,2023-03-22,1728,94.83,90.2,100.0,true,12,8000.6399999999921,0.057870370370370371,1,0,0
PO-00244,Epsilon_Group,Electronics,Delivered,2023-11-17,2023-11-29,1332,69.73,63.8,41.0,true,12,7898.7600000000093,0.030780780780780781,1,0,0
PO-00277,Epsilon_Group,Electronics,Delivered,2023-04-05,,1001,64.62,55.7,32.0,true,,8928.9200000000019,0.031968031968031968,1,0,0
PO-00289,Epsilon_Group,Electronics,Delivered,2023-10-30,2023-11-04,1476,68.85,65.28,43.0,true,5,5269.31999999999,0.029132791327913278,1,0,0
PO-00318,Epsilon_Group,Electronics,Delivered,2023-08-17,2023-09-04,1274,24.72,23.36,37.0,true,18,1732.6399999999992,0.029042386185243328,1,0,0
PO-00347,Epsilon_Group,Electronics,Delivered,2023-03-06,2023-03-16,1371,87.16,78.13,43.0,true,10,12380.130000000001,0.031363967906637494,1,0,0
PO-00349,Epsilon_Group,Electronics,Delivered,2023-08-21,2023-08-27,312,63.52,58.09,,true,6,1694.1599999999999,,1,0,0
PO-00353,Epsilon_Group,Electronics,Cancelled,2022-09-25,2022-10-12,673,39.58,35.83,25.0,true,17,2523.75,0.037147102526002972,0,1,0
PO-00374,Epsilon_Group,Electronics,Delivered,2022-08-07,2022-08-21,201,33.81,32.54,3.0,true,14,255.27000000000064,0.014925373134328358,1,0,0
PO-00390,Epsilon_Group,Electronics,Pending,2023-06-26,2023-06-29,1546,78.88,78.0,38.0,true,3,1360.479999999993,0.024579560155239329,0,0,0
PO-00400,Epsilon_Group,Electronics,Delivered,2022-04-20,2022-04-23,1236,51.33,44.03,25.0,true,3,9022.7999999999956,0.020226537216828478,1,0,0
PO-00404,Epsilon_Group,Electronics,Delivered,2022-10-16,2022-11-04,210,22.17,21.32,10.0,true,19,178.50000000000028,0.047619047619047616,1,0,0
PO-00440,Epsilon_Group,Electronics,Delivered,2023-08-20,2023-08-23,333,60.44,58.54,8.0,true,3,632.69999999999948,0.024024024024024024,1,0,0
PO-00443,Epsilon_Group,Electronics,Pending,2023-03-17,2023-04-03,1554,82.92,74.82,44.0,true,17,12587.400000000012,0.028314028314028315,0,0,0
PO-00454,Epsilon_Group,Electronics,Delivered,2022-04-16,2022-04-27,66,58.05,50.76,,true,11,481.13999999999993,,1,0,0
PO-00505,Epsilon_Group,Electronics,Delivered,2022-02-09,2022-02-13,1884,47.08,44.31,54.0,true,4,5218.6799999999921,0.028662420382165606,1,0,0
PO-00536,Epsilon_Group,Electronics,Delivered,2022-05-08,2022-05-10,883,29.15,25.75,14.0,true,2,3002.1999999999989,0.015855039637599093,1,0,0
PO-00540,Epsilon_Group,Electronics,Delivered,2023-11-14,2023-11-26,100,98.4,85.76,3.0,true,12,1264.0,0.03,1,0,0
PO-00543,Epsilon_Group,Electronics,Delivered,2023-02-17,2023-02-23,624,74.39,66.3,18.0,false,6,5048.1600000000017,0.028846153846153848,1,0,0
PO-00610,Epsilon_Group,Electronics,Delivered,2022-01-06,2022-01-14,609,92.39,82.75,29.0,true,8,5870.76,0.047619047619047616,1,0,0
PO-00613,Epsilon_Group,Electronics,Delivered,2022-08-13,2022-08-31,1310,38.05,37.0,45.0,true,18,1375.4999999999964,0.034351145038167941,1,0,0
PO-00645,Epsilon_Group,Electronics,Pending,2023-10-04,2023-10-23,481,90.49,77.17,,true,19,6406.9199999999964,,0,0,0
PO-00720,Epsilon_Group,Electronics,Cancelled,2022-02-21,2022-03-06,666,43.76,41.13,18.0,true,13,1751.579999999997,0.027027027027027029,0,1,0
PO-00750,Epsilon_Group,Electronics,Delivered,2022-05-10,2022-05-16,1263,90.24,86.84,28.0,true,6,4294.1999999999889,0.022169437846397466,1,0,0
PO-00763,Epsilon_Group,Electronics,Delivered,2022-04-28,2022-05-09,1954,99.78,87.47,57.0,true,11,24053.740000000005,0.029170931422722621,1,0,0
PO-00031,Gamma_Co,Electronics,Delivered,2022-10-12,2022-10-26,326,18.1,15.92,,false,14,710.68000000000052,,1,0,0
PO-00043,Gamma_Co,Electronics,Delivered,2023-01-25,2023-02-02,1755,63.87,58.4,85.0,true,8,9599.8499999999985,0.04843304843304843,1,0,0
PO-00093,Gamma_Co,Electronics,Delivered,2023-01-24,2023-02-11,1179,61.74,56.28,,true,18,6437.3400000000011,,1,0,0
PO-00143,Gamma_Co,Electronics,Delivered,2023-01-30,2023-02-09,642,91.9,81.49,26.0,true,10,6683.2200000000066,0.040498442367601244,1,0,0
PO-00146,Gamma_Co,Electronics,Pending,2023-04-25,,468,95.57,91.8,24.0,true,,1764.3599999999981,0.05128205128205128,0,0,0
PO-00153,Gamma_Co,Electronics,Pending,2023-11-30,2023-12-17,90,32.38,29.96,7.0,true,17,217.80000000000015,0.077777777777777779,0,0,0
PO-00166,Gamma_Co,Electronics,Delivered,2022-07-02,2022-07-18,854,90.24,85.53,,true,16,4022.3399999999947,,1,0,0
PO-00189,Gamma_Co,Electronics,Delivered,2022-03-01,2022-03-11,1627,25.76,25.09,74.0,true,10,1090.0900000000029,0.045482483097725873,1,0,0
PO-00230,Gamma_Co,Electronics,Delivered,2022-08-14,2022-08-28,1713,35.43,34.11,74.0,true,14,2261.1600000000003,0.043199065966141273,1,0,0
PO-00231,Gamma_Co,Electronics,Delivered,2022-01-08,2022-01-13,1579,43.96,43.41,74.0,true,5,868.45000000000675,0.046865104496516784,1,0,0
PO-00232,Gamma_Co,Electronics,Delivered,2022-03-14,2022-03-26,1421,11.92,11.72,76.0,true,12,284.19999999999897,0.053483462350457422,1,0,0
PO-00248,Gamma_Co,Electronics,Delivered,2022-05-16,2022-05-25,1484,36.25,31.8,61.0,true,9,6603.7999999999993,0.041105121293800541,1,0,0
PO-00305,Gamma_Co,Electronics,Delivered,2022-09-29,2022-10-15,816,48.95,43.42,45.0,true,16,4512.4800000000014,0.05514705882352941,1,0,0
PO-00320,Gamma_Co,Electronics,Delivered,2022-03-04,2022-03-12,236,28.43,28.11,11.0,true,8,75.520000000000067,0.046610169491525424,1,0,0
PO-00322,Gamma_Co,Electronics,Delivered,2022-02-28,2022-03-04,513,24.91,22.58,29.0,true,4,1195.2900000000009,0.056530214424951264,1,0,0
PO-00325,Gamma_Co,Electronics,Delivered,2023-05-04,,709,61.64,54.55,41.0,true,,5026.8100000000022,0.057827926657263752,1,0,0
PO-00417,Gamma_Co,Electronics,Partially Delivered,2023-10-12,2023-10-14,689,102.53,95.23,38.0,true,2,5029.699999999998,0.055152394775036286,0,0,0
PO-00459,Gamma_Co,Electronics,Delivered,2022-06-08,2022-06-14,1119,27.03,23.82,,true,6,3591.9900000000011,,1,0,0
PO-00473,Gamma_Co,Electronics,Delivered,2022-04-21,2022-04-30,749,71.53,70.02,41.0,true,9,1130.9900000000039,0.054739652870493989,1,0,0
PO-00528,Gamma_Co,Electronics,Delivered,2023-01-08,2023-01-14,449,12.35,10.67,29.0,true,6,754.31999999999982,0.0645879732739421,1,0,0
PO-00530,Gamma_Co,Electronics,Delivered,2022-03-13,2022-03-28,1021,20.8,18.23,37.0,true,15,2623.9700000000003,0.036238981390793339,1,0,0
PO-00545,Gamma_Co,Electronics,Cancelled,2022-10-30,2022-11-16,1198,96.45,90.09,,true,17,7619.28,,0,1,0
PO-00571,Gamma_Co,Electronics,Pending,2023-11-23,2023-12-01,933,70.72,65.47,42.0,true,8,4898.25,0.045016077170418008,0,0,0
PO-00658,Gamma_Co,Electronics,Partially Delivered,2022-05-22,2022-05-31,1173,32.12,29.18,,true,9,3448.6199999999972,,0,0,0
PO-00686,Gamma_Co,Electronics,Delivered,2023-02-04,,1618,32.76,28.41,62.0,true,,7038.2999999999965,0.038318912237330034,1,0,0
PO-00727,Gamma_Co,Electronics,Delivered,2022-12-12,2022-12-30,1148,17.78,17.16,61.0,true,18,711.76000000000113,0.053135888501742161,1,0,0
PO-00749,Gamma_Co,Electronics,Delivered,2022-09-02,2022-09-15,712,92.85,89.39,43.0,true,13,2463.5199999999954,0.060393258426966294,1,0,0
PO-00766,Gamma_Co,Electronics,Cancelled,2022-04-21,2022-05-04,1953,68.07,62.95,87.0,true,13,9999.35999999998,0.0445468509984639,0,1,0
PO-00767,Gamma_Co,Electronics,Delivered,2023-08-16,2023-09-02,778,64.17,61.6,47.0,true,17,1999.4600000000003,0.060411311053984576,1,0,0
PO-00008,Alpha_Inc,MRO,Delivered,2022-04-15,2022-04-29,1094,36.93,32.78,22.0,true,14,4540.0999999999985,0.020109689213893969,1,0,0
PO-00027,Alpha_Inc,MRO,Delivered,2023-03-06,2023-03-26,855,78.2,67.16,17.0,true,20,9439.2000000000062,0.019883040935672516,1,0,0
PO-00035,Alpha_Inc,MRO,Delivered,2023-03-09,2023-03-17,71,46.39,43.18,0.0,true,8,227.91000000000005,0.0,1,0,0
PO-00050,Alpha_Inc,MRO,Pending,2023-04-16,,736,16.2,15.33,18.0,true,,640.31999999999948,0.024456521739130436,0,0,0
PO-00053,Alpha_Inc,MRO,Pending,2023-01-23,2023-02-02,1949,72.53,63.26,48.0,false,10,18067.230000000007,0.024628014366341714,0,0,0
PO-00064,Alpha_Inc,MRO,Delivered,2022-02-16,2022-03-04,216,13.95,12.31,5.0,true,16,354.23999999999972,0.023148148148148147,1,0,0
PO-00070,Alpha_Inc,MRO,Delivered,2022-04-14,2022-04-22,291,98.7,87.02,9.0,true,8,3398.8800000000019,0.030927835051546393,1,0,0
PO-00071,Alpha_Inc,MRO,Cancelled,2023-01-25,2023-02-08,826,60.5,57.18,18.0,true,14,2742.32,0.021791767554479417,0,1,0
PO-00079,Alpha_Inc,MRO,Delivered,2022-08-03,,1528,36.52,33.0,31.0,false,,5378.5600000000049,0.020287958115183247,1,0,0
PO-00116,Alpha_Inc,MRO,Delivered,2023-04-15,2023-05-01,769,91.86,86.55,17.0,true,16,4083.3900000000017,0.022106631989596878,1,0,0
PO-00129,Alpha_Inc,MRO,Delivered,2022-08-13,2022-08-15,1230,33.39,30.85,26.0,true,2,3124.1999999999989,0.02113821138211382,1,0,0
PO-00131,Alpha_Inc,MRO,Delivered,2023-06-06,2023-06-22,1886,23.46,23.18,,true,16,528.0800000000022,,1,0,0
PO-00276,Alpha_Inc,MRO,Delivered,2023-07-04,2023-07-08,1698,102.07,100.69,28.0,true,4,2343.2399999999925,0.016489988221436984,1,0,0
PO-00312,Alpha_Inc,MRO,Delivered,2023-05-14,2023-06-02,1031,102.01,98.65,,true,19,3464.1599999999994,,1,0,0
PO-00341,Alpha_Inc,MRO,Pending,2022-09-10,2022-09-19,921,68.83,59.13,22.0,true,9,8933.6999999999953,0.023887079261672096,0,0,0
PO-00406,Alpha_Inc,MRO,Partially Delivered,2022-08-04,2022-08-15,850,91.38,88.41,24.0,true,11,2524.4999999999991,0.02823529411764706,0,0,0
PO-00410,Alpha_Inc,MRO,Delivered,2023-10-12,2023-10-29,1989,16.5,15.89,57.0,true,17,1213.2899999999988,0.028657616892911009,1,0,0
PO-00426,Alpha_Inc,MRO,Delivered,2022-06-15,,799,56.22,49.51,18.0,true,,5361.2900000000009,0.022528160200250311,1,0,0
PO-00438,Alpha_Inc,MRO,Delivered,2022-02-06,,847,17.77,17.39,,true,,321.85999999999916,,1,0,0
PO-00446,Alpha_Inc,MRO,Pending,2022-11-12,2022-11-18,1902,29.89,25.83,41.0,true,6,7722.1200000000044,0.021556256572029444,0,0,0
PO-00471,Alpha_Inc,MRO,Delivered,2022-06-13,2022-06-19,656,30.73,26.26,17.0,true,6,2932.3199999999993,0.025914634146341462,1,0,0
PO-00519,Alpha_Inc,MRO,Delivered,2022-02-15,2022-02-27,1579,59.04,50.95,29.0,true,12,12774.109999999993,0.018366054464851171,1,0,0
PO-00549,Alpha_Inc,MRO,Delivered,2023-03-07,2023-03-18,1415,15.22,13.56,30.0,true,11,2348.9,0.021201413427561839,1,0,0
PO-00554,Alpha_Inc,MRO,Delivered,2023-09-23,2023-09-25,1856,35.29,32.41,26.0,true,2,5345.2800000000043,0.014008620689655173,1,0,0
