date,predicted_demand,lower_bound,upper_bound,actual_demand
2023-02-05,99.42882402938608,30.46004265250503,169.58700145648498,176
2023-02-06,104.23297635169688,36.079469685211684,175.82649322413334,35
2023-02-07,105.58921073151572,33.512925361126634,176.52182285522116,74
2023-02-08,101.88061927894017,34.29811513457767,168.9993263229869,129
2023-02-09,107.10075357188995,34.587135012931824,175.37843679638593,13
2023-02-10,105.57449194853479,30.640286809476887,172.88278615474215,166
2023-02-11,104.29136051941104,32.180167937359634,168.38497937754522,10
2023-02-12,102.69705980144973,34.75394963193131,169.6922534275911,59
2023-02-13,107.40670063193467,37.012502582061046,174.87655724459233,119
2023-02-14,108.61312391325588,45.568704686640466,177.85629530320244,148
2023-02-15,104.70530438786848,30.315852296823625,169.81442726411245,83
2023-02-16,109.68356386814179,35.81475720632526,177.795866867258,196
2023-02-17,107.88021679520462,35.13194419816313,181.98625310502646,71
2023-02-18,106.29265986220321,41.554141874138146,174.71431172789872,90
2023-02-19,104.37466459589356,29.52884182599485,171.53624561330082,173
2023-02-20,108.74938344080667,35.15393071392923,183.10116703813753,65
2023-02-21,109.6174504743394,38.614486580613296,181.25048585608735,120
2023-02-22,105.37518303365374,35.384004573767044,178.2287602944275,30
2023-02-23,110.02961509215392,43.13831431619626,180.69527460731084,150
2023-02-24,107.91898985823799,34.637827244946465,177.518725085418,18
2023-02-25,106.04572699242203,33.70319205155379,170.7751757083866,148
2023-02-26,103.86762597168864,33.742773642113555,171.1795989302774,79
2023-02-27,108.01081769238814,34.50986021083441,176.0133447681447,138
2023-02-28,108.67784587924731,40.85964892100709,180.6219755872925,127
2023-03-01,104.26588391775056,35.485371399078794,174.53588996551616,65
2023-03-02,108.78181622823716,33.79300000793629,176.03163969197706,40
2023-03-03,106.56280895126369,36.82508263190254,173.88106468389702,46
2023-03-04,104.609381758648,39.51712020846575,176.62169416199845,184
2023-03-05,102.37673798736341,34.15781436222106,175.65427230710316,100
2023-03-06,106.48786025678132,35.623141695323966,174.03882283692633,123
2023-03-07,107.14174777318374,34.34645235822666,175.77118601716646,137
2023-03-08,102.73179532068377,30.427690294852198,166.1911738684867,184
2023-03-09,107.26103736727836,37.48604580301129,172.94950581452215,131
2023-03-10,105.06287647718949,35.21349308963266,172.8867454957741,78
2023-03-11,103.13430255451888,28.146289039734647,173.9722031987701,195
2023-03-12,100.92735527949162,29.612220915313877,178.31799603644453,45
2023-03-13,105.06233266631011,35.52345082137481,174.1289829987491,41
2023-03-14,105.73611844560304,35.84048862111287,175.5280326750676,73
2023-03-15,101.34062560656389,29.582610374659602,170.90959763563214,179
2023-03-16,105.87807777373811,36.96731246761887,174.26252109914117,57
2023-03-17,103.68174681425914,36.65968307367756,177.15720456174242,90
2023-03-18,101.74915337734984,36.802511865685574,171.17677233698927,167
2023-03-19,99.53348386084676,27.331167934455046,167.42212353455608,158
2023-03-20,103.65672877673866,31.5456517057894,173.71606102593506,69
2023-03-21,104.31791809595187,36.08670893714189,167.62530704609358,150
2023-03-22,99.91145451587435,31.501825141938234,168.4842389209634,10
2023-03-23,104.44227054250919,33.06988290514721,172.96504325760566,74
2023-03-24,102.24643246180067,33.193359619264825,171.17678718489924,42
2023-03-25,100.32420288710072,26.956258129801697,169.80693461702955,47
2023-03-26,98.1313205002044,29.52132274788667,169.8633319492464,34
2023-03-27,102.29200704810152,33.409717931500644,172.7355814646922,163
2023-03-28,103.00708206319388,29.784930474910883,175.72266045519603,68
2023-03-29,98.67219077335885,34.603793775487866,161.68896480006717,170
2023-03-30,103.29287510115032,31.154995114968745,174.8109248398608,110
2023-03-31,101.20511418539304,36.03284750172848,167.96958420816867,136
2023-04-01,99.4083487088323,31.745470088489625,173.5170132300239,50
2023-04-02,97.35674939719807,27.472201770576618,170.55471179997448,167
2023-04-03,101.67224058841052,29.012377576811204,168.3145474339153,66
2023-04-04,102.5526592352971,31.35443153124891,174.0914793292812,186
2023-04-05,98.39005376059217,32.144493151130895,164.12720454100048,57
2023-04-06,103.18585070160839,33.126647459661136,176.77705368908548,81
2023-04-07,101.27151276138221,28.269643377338937,173.7827440336317,186
2023-04-08,99.64169896349765,28.10785197766626,170.58588876407055,184
2023-04-09,97.74568303214268,25.044597822596348,171.02678307527518,65
2023-04-10,102.20053612634045,33.70863775353677,173.3344838298345,74
2023-04-11,103.19944914737401,30.66147121044368,170.06996108623164,21
2023-04-12,99.13019368078669,25.87901846260447,165.21638182800294,78
2023-04-13,103.99044411153513,33.29539086855292,174.46961417209954,143
2023-04-14,102.10857926102051,32.89762635082674,170.33564872458513,98
2023-04-15,100.47696927668149,26.90850254259084,170.21546428195992,34
2023-04-16,98.54349939101714,31.962407640632737,170.41159323124037,10
2023-04-17,102.9248327858475,27.55840998606432,174.7306978242178,169
2023-04-18,103.81478462802481,31.10660879904487,169.23363496254734,140
2023-04-19,99.60280403439448,36.65150964524509,168.3327638634333,58
2023-04-20,104.28928513166916,40.43241060189106,176.34952930596108,156
2023-04-21,102.20632517233143,33.863678347866646,172.68265464780822,69
2023-04-22,100.35093605809926,28.39424792394034,168.76993460825213,166
2023-04-23,98.17646250996522,27.849077106661554,169.0275276533487,187
2023-04-24,102.30571170577517,32.35816661808808,175.41037928674078,11
2023-04-25,102.9391699314475,36.010757261591664,169.42424555257244,82
2023-04-26,98.47330728113889,24.53147502513974,168.9494485345947,193
2023-04-27,102.91569652642883,32.83900475226349,173.869591845515,154
2023-04-28,100.60556960211993,33.718902676753586,166.46751607879528,197
2023-04-29,98.54682391894316,29.521364546775413,170.54293619256626,119
2023-04-30,96.19923779819386,31.560592793830267,170.22411015983224,173
2023-05-01,100.1914059229391,31.965936786671936,171.6600935262146,70
2023-05-02,100.72877625751174,33.002779407959075,171.97286090051063,26
2023-05-03,96.21179503153208,27.23213505086847,164.2233583170768,58
2023-05-04,100.65089095045865,29.649022830291894,168.2878608696873,85
2023-05-05,98.38692644997522,27.674917523167974,169.20451698525602,197
2023-05-06,96.42413176104088,19.398592512078544,166.3284685873496,157
2023-05-07,94.22128371255391,25.07273957259821,163.03419114840239,187
2023-05-08,98.4046417833327,30.01545605786594,171.60055042556107,140
2023-05-09,99.1760234013183,29.756464828035323,164.28813090268645,52
2023-05-10,94.93102453385944,19.203165215590143,167.27544401162874,66
2023-05-11,99.67411508627835,29.725883997458848,166.00678134903274,59
2023-05-12,97.73923422794351,29.110965091788675,168.09606959338717,187
2023-05-13,96.1228977300782,23.41331114201058,164.69925401985157,46
2023-05-14,94.2755746758168,22.59212243335832,169.1380081117058,55
2023-05-15,98.81484072966047,28.84810078354118,168.82823616659482,179
2023-05-16,99.9336840314769,31.765854430562424,168.80185021583753,24
2023-05-17,96.01896338542385,26.14378821194789,161.9504452059799,170
2023-05-18,101.0667416311656,29.993503234490813,167.42959545108303,89
2023-05-19,99.4031126181861,32.542904931688206,172.6406843250234,148
2023-05-20,98.01752729807545,24.32294027509228,167.92818736872013,157
2023-05-21,96.35437004280277,30.484235789501692,168.96607770837912,33
2023-05-22,101.02628662619634,30.439361705112034,169.91111831448336,134
2023-05-23,102.22263485298834,28.578457482447654,170.44832111823277,127
2023-05-24,98.32805324699261,27.632618458012598,163.56780970301304,89
2023-05-25,103.33786737311674,35.50554720182065,170.36915153532112,103
2023-05-26,101.578949949637,30.502360398285454,173.84829797195727,74
2023-05-27,100.04303911912058,30.810906189344156,174.30305263446775,97
2023-05-28,98.17826598962068,28.662448352401807,168.35135953317655,97
2023-05-29,102.60239405104304,28.280444612785217,174.9101664273114,154
2023-05-30,103.51114374312318,38.25085673444225,176.5114932918445,135
2023-05-31,99.29660094480468,28.447952080291298,169.68648579828871,98
2023-06-01,103.96243329098162,28.56227118588856,175.58957800825374,70
2023-06-02,101.84453565260274,31.565903777424612,166.7130111919951,24
2023-06-03,99.94411502976303,27.698678111286192,168.97558445846258,103
2023-06-04,97.71897238930035,28.73006511797162,168.33450954791414,60
2023-06-05,101.79649081640827,30.602082588432136,172.6253658276788,36
2023-06-06,102.38171018335055,34.528641408549234,176.4558787230764,83
2023-06-07,97.87549398840754,31.207379832967554,166.98786507515467,70
2023-06-08,102.28951891531602,29.190750545366463,171.656090697099,195
2023-06-09,99.96671466457292,33.63180096959349,170.07186501634166,40
2023-06-10,97.91416991349578,23.87701895153323,166.9648134005987,21
2023-06-11,95.59426677606359,27.686937983539305,164.40046254081383,55
2023-06-12,99.63755706601114,29.603637877299256,171.79843166524194,168
2023-06-13,100.25076348232795,24.83537774106613,170.51256405655303,41
2023-06-14,95.83491318858825,26.39372442781125,164.59132222928338,169
2023-06-15,100.40033500492176,28.482154110758717,168.00196244158937,190
2023-06-16,98.28714726955637,25.69556628821741,168.74323308178919,70
2023-06-17,96.49825058539713,27.82600853947449,168.9381484034429,55
2023-06-18,94.49058508713792,23.355189535630295,172.22620220502958,94
2023-06-19,98.88816178542488,26.382644463258746,166.48434219742634,89
2023-06-20,99.89024646277497,28.314091936084882,169.8864965332881,144
2023-06-21,95.88969818833353,26.597438599869147,168.17864894230968,13
2023-06-22,100.88818766886085,22.240290799458446,166.8159381302549,61
2023-06-23,99.21691607053997,30.98698536865039,168.75771035568923,168
2023-06-24,97.86984187496093,26.830365060096803,168.4200824103784,121
2023-06-25,96.29516871907187,21.343682971281357,165.03995910868392,45
2023-06-26,101.10859725176789,39.06050885134081,172.04450566941395,191
2023-06-27,102.50171331242167,29.57663173320785,170.10642102926133,63
2023-06-28,98.8605088615453,31.599669035463776,167.4424168354396,128
2023-06-29,104.18075594264384,34.73042489002646,175.32639366800072,136
2023-06-30,102.78885020906515,36.03288334668147,178.14907641011985,26
2023-07-01,101.67512843575646,30.60708178633846,171.6274055333178,84
2023-07-02,100.28541086526745,32.025942708428644,168.1130067195245,167
2023-07-03,105.23427042032166,36.097079061347216,175.53898234208518,114
2023-07-04,106.71340121109189,37.57544815601032,181.60077661602026,159
2023-07-05,103.11008400257441,31.71949025370103,174.1254568080383,126
2023-07-06,108.42247122439841,34.6530229199325,172.77798596193276,52
2023-07-07,106.98031135284064,39.175960226997724,180.20118729339953,121
2023-07-08,105.77812126689575,36.99655049968009,176.23089310818486,124
2023-07-09,104.26656236379321,36.57823922406118,177.0804518520071,36
2023-07-10,109.06552800233487,39.23290232925499,184.78857974232145,46
2023-07-11,110.37232066378385,42.427894097154265,184.5060504748563,55
2023-07-12,106.57992270077405,36.04806972529827,177.44665869280834,122
2023-07-13,111.69208950981772,45.174592863682705,180.65643402901125,44
2023-07-14,110.04389106823744,42.37580018910571,182.05098526518614,141
2023-07-15,108.63471621607106,39.18214770882632,180.23572081551265,89
2023-07-16,106.91950073789343,40.01629482239592,175.91839939092245,89
2023-07-17,111.5216914101635,38.99348140764369,179.1357460247872,163
2023-07-18,112.64132818843238,36.999083844024135,186.27556005810035,130
2023-07-19,108.673251259854,41.92455548433092,177.58042532962415,156
2023-07-20,113.62216363450037,41.30715370831411,184.66496519937542,131
2023-07-21,111.82317598108779,47.74482514644476,180.94923135469912,90
2023-07-22,110.27484775540631,43.33310681270186,177.26897027924042,182
2023-07-23,108.43048425812017,38.56183811897422,179.92571448937716,163
2023-07-24,112.91119932700884,40.067469632422124,180.56331993784173,159
2023-07-25,113.91412241215198,45.30238183300141,186.40602611887866,128
2023-07-26,109.83075247265975,38.93958921601257,182.67028708934237,67
2023-07-27,114.6621843570295,48.42782178099633,184.90940531337395,72
2023-07-28,112.73982878900941,43.27659812998869,181.60048435713898,165
2023-07-29,111.05863402792409,37.49908440461641,185.4565613388292,181
2023-07-30,109.06856265076591,43.81110318653299,179.51570463028716,109
2023-07-31,113.38782695632511,45.85223421771593,187.24379319639618,180
2023-08-01,114.21125571461724,46.25924095342305,184.40359017836377,174
2023-08-02,109.92878904611952,35.33709567506953,178.46183044015856,75
2023-08-03,114.54082198910008,42.66528312964224,180.90908268488903,154
2023-08-04,112.37901348899155,42.72519838824909,183.4465299537331,177
2023-08-05,110.43956534898265,38.61946544225821,184.12383605142446,175
2023-08-06,108.17472203568008,35.44777609973072,174.01178036238844,94
2023-08-07,112.20599335113765,39.75873139105769,183.81415722483933,198
2023-08-08,112.7324723269219,43.4142600507423,181.32736878183482,146
2023-08-09,108.14924590048855,39.38571567702646,179.28782406651806,198
2023-08-10,112.46262083852866,42.82730367475659,178.47768197215206,153
2023-08-11,110.01078463253215,34.3053961745339,178.69893339823787,132
2023-08-12,107.79690989971297,40.73253991345503,182.76101136316385,11
2023-08-13,105.2804580694968,35.38124702911965,176.24076687949258,115
2023-08-14,109.09019000523905,38.72018383670949,178.85430750795743,117
2023-08-15,109.4322621436938,42.90256941388847,176.86216499888135,81
2023-08-16,104.70841234461058,39.7668373755918,175.60971627804514,180
2023-08-17,108.93096475704614,37.13732230746857,175.2399764666565,135
2023-08-18,106.44328027202344,37.96823829783171,175.52740936610869,179
2023-08-19,104.252667738245,31.683815395824624,170.90262210609941,66
2023-08-20,101.82151795807533,33.86856040866547,174.84681527729444,90
2023-08-21,105.7801737543271,39.54942885392661,176.763072230881,167
2023-08-22,106.3349195571812,32.834316390872615,180.23206064465123,150
2023-08-23,101.88609864395642,33.69379291545772,165.52268224796111,28
2023-08-24,106.44309022117761,38.17892554986575,179.6375400542875,16
2023-08-25,104.34477464907624,36.48111949085684,170.5084988050218,146
2023-08-26,102.59250249611004,30.709590264217933,169.44058264101,63
2023-08-27,100.64132870438124,28.596130643472485,168.0035886162557,113
2023-08-28,105.11302317970572,38.19017609987759,171.57678089860084,95
2023-08-29,106.20423808284283,35.95203512413727,174.27208090605785,91
2023-08-30,102.30483566510264,32.486843985022844,172.63409707261238,70
2023-08-31,107.41310354475435,37.10050349139809,178.95463983875143,96
2023-09-01,105.85647957195897,34.62034554241509,175.82675566589046,11
2023-09-02,104.62479512617213,34.55695283814421,174.99923128525572,187
2023-09-03,103.16179078532471,30.68297756163892,175.03036114985238,40
2023-09-04,108.07840804637942,38.49412329935609,174.53339870923816,42
2023-09-05,109.56122966562201,35.34476647392865,172.86483029021838,89
2023-09-06,105.99106490002482,32.1349319571779,179.3728228301228,20
2023-09-07,111.35839934932946,37.409369325316405,178.00959165366356,170
2023-09-08,109.9843249227774,35.19189196578829,179.43819238565476,137
2023-09-09,108.85395291968666,35.56450570465925,178.82137000292028,144
2023-09-10,107.4080592475676,34.081563580476406,175.16764467363956,137
2023-09-11,112.25646162985824,45.723787735563626,181.1691724834339,40
2023-09-12,113.5864987466928,45.609995372298066,187.167115348112,185
2023-09-13,109.78160625026922,46.24692340237124,181.22889950736538,135
2023-09-14,114.83670934500007,50.04920083883332,180.10931167178904,56
2023-09-15,113.07904878428317,35.62287617603278,180.13936916246385,190
2023-09-16,111.50144590671323,43.947131240179026,178.37228348506093,116
2023-09-17,109.55375960570144,36.036804438008566,179.02120881880225,28
2023-09-18,113.85604008677815,47.388698754527674,183.8965054295865,90
2023-09-19,114.60675535082693,48.787914377156724,190.16153673708826,132
2023-09-20,110.20109216608857,39.795695736347945,177.7722540263845,143
2023-09-21,114.64605867514592,41.29155762781612,190.47893607441105,116
2023-09-22,112.28101336753303,38.6476440970832,182.12740879766642,58
2023-09-23,110.11063412105952,42.022847744404544,177.02999122594778,82
2023-09-24,107.5960882562618,39.171742280995105,184.0183724559426,59
2023-09-25,111.367916249676,42.462945445867106,176.01347564951826,90
2023-09-26,111.63401235443226,41.61793708545672,178.4576990612116,104
2023-09-27,106.79771051049485,41.39786115548862,181.5513805449542,21
2023-09-28,110.8727084293967,42.65477736843387,180.69484233241906,32
2023-09-29,108.20345927875508,34.48774497990499,179.37582708021517,63
2023-09-30,105.79804818370374,41.84779839551194,179.78332050057406,127
2023-10-01,103.11931672409081,34.12879034499363,176.14005862703823,68
2023-10-02,106.79774896290016,37.01632772357719,174.30395560046543,173
2023-10-03,107.03950177572703,36.747871232715326,175.82819284193266,12
2023-10-04,102.24458603008564,33.52393491456503,168.14774153765373,67
2023-10-05,106.42192836572974,38.11788188186985,169.8878180913532,192
2023-10-06,103.90993865975882,33.04396034350913,173.75661030754296,66
2023-10-07,101.70959497018151,31.19547942073642,172.64536910364527,154
2023-10-08,99.27580279137615,34.02881869394465,175.03231170257914,176
2023-10-09,103.23053507484839,32.77531463742498,177.35631189246894,99
2023-10-10,103.7711281732296,26.755623927862302,175.2136223647594,64
2023-10-11,99.28873233861137,30.06207716958053,165.00911085120708,54
2023-10-12,103.78363853472891,33.57445692682725,175.36971578082,10
2023-10-13,101.58609881456388,33.38695156222277,170.1782142273984,30
2023-10-14,99.68964461677176,29.603407387557276,166.56621648847826,30
2023-10-15,97.54265298226103,24.446111895161646,163.8240377424896,61
2023-10-16,101.76166112325195,34.93997811931772,173.93769426418956,91
2023-10-17,102.5397994691182,31.020356657253203,175.06722511641615,180
2023-10-18,98.26533792694894,25.910154655485,172.90699104428174,189
2023-10-19,102.9370644664527,31.888016301789403,173.74932134416383,76
2023-10-20,100.88511197434774,35.647367903672645,169.19525853936756,122
2023-10-21,99.10423778626367,31.083481915942052,167.41151561845152,53
2023-10-22,97.04530732694252,30.03982177254764,169.64999856354126,169
2023-10-23,101.32848504755474,32.53082021191878,173.98658700380568,19
2023-10-24,102.15150679138456,27.67721212955676,172.35447766217123,73
2023-10-25,97.90803345844662,27.856063935733065,169.0267696449666,78
2023-10-26,102.60281120117074,33.94343626398981,174.03572773813295,77
2023-10-27,100.57226100473531,34.689119794345935,166.64726993599768,37
2023-10-28,98.81750957196128,31.674373433361968,170.81511171010393,190
2023-10-29,96.7956208224082,23.302278042496813,170.02276860434944,125
2023-10-30,101.13253921026684,33.01013693589651,174.22799759323593,60
2023-10-31,102.03112690410178,35.60507347188797,173.247587587958,190
2023-11-01,97.8893022702484,30.86705073667532,169.7791329595874,13
2023-11-02,102.71501189308637,34.363562881621,169.84919750056028,88
2023-11-03,100.84666520533071,33.03734391607895,165.82574235402083,26
2023-11-04,99.28604889533625,29.91780076739763,164.54291241705008,117
2023-11-05,97.48948451285264,26.960109455454937,165.66066981119124,83
2023-11-06,102.08074332576241,34.577563077762974,172.24942418458122,184
2023-11-07,103.25910195979868,32.62763327892005,175.71225570958205,193
2023-11-08,99.41754634174691,27.600080848795145,168.81733758828358,32
2023-11-09,104.55785483290002,34.42600980369956,167.96595015986495,27
2023-11-10,103.01118688627078,36.28900942197995,171.04063527472908,138
2023-11-11,101.77119032981636,33.04359788878179,171.74827192216827,44
2023-11-12,100.28538541959442,30.053582780579866,171.34197199293328,73
2023-11-13,105.16833336901196,35.459281720125176,176.03679871961353,195
2023-11-14,106.6099656506357,33.60703166452766,176.05057985340724,68
2023-11-15,102.99407367125177,34.05565751034507,173.01542796648786,10
2023-11-16,108.31368132971807,36.90556919254984,180.6997027332032,140
2023-11-17,106.8919181975492,39.414461716598204,176.55202166555463,76
2023-11-18,105.71539786479654,30.02369955552156,174.70303736471055,46
2023-11-19,104.22585131849084,39.723132526085635,174.01902446320474,38
2023-11-20,109.03351531057922,37.45036436528532,180.60130216986664,98
2023-11-21,110.32564501925414,37.549149638590876,187.32893598699,170
2023-11-22,106.48514457853707,36.638730365864205,177.41687601800916,109
2023-11-23,111.50603310950048,43.672085826484896,181.134107078619,198
2023-11-24,109.71436041770205,40.09055406753731,178.12814017340114,131
2023-11-25,108.10157474012709,39.48671890874326,175.84511366202491,99
2023-11-26,106.11609174025108,40.77350879271374,177.98931070178224,141
2023-11-27,110.37656556295403,35.682340111775204,179.82934266511103,23
2023-11-28,111.08023362174424,40.64803236690588,181.1099390220672,170
2023-11-29,106.62133251982881,35.63676494776213,171.9876379778608,159
2023-11-30,111.0063079295839,45.09176518035844,178.33797001678252,185
2023-12-01,108.57443901426494,38.813109957098966,171.7751103461483,140
2023-12-02,106.3308872518316,36.2868367726356,178.13487613280031,94
2023-12-03,103.73792719235001,33.69965018078106,175.6283405881238,160
2023-12-04,107.42786892198941,38.323176336195345,182.56571007238355,30
2023-12-05,107.61105324969897,35.4400954241955,177.89286455385388,180
2023-12-06,102.69392648636268,31.588305061047567,169.8795613883979,35
2023-12-07,106.69392696949775,34.713804801316854,171.2624391236619,50
2023-12-08,103.95981284664201,32.49140454833839,173.9831344582174,131
2023-12-09,101.50444925635114,30.657497612842562,170.07972181157757,47
2023-12-10,98.79581983283495,34.11511173030311,166.31410697057055,97
2023-12-11,102.46977860856833,30.253614369862415,168.06473393512854,20
2023-12-12,102.73792835756704,30.103654602331513,177.06419351129355,38
2023-12-13,98.00563585658253,28.75199814219881,163.59390522428967,69
2023-12-14,102.28691829821618,33.37834877084617,174.43051349734256,70
2023-12-15,99.92483085997365,32.67166113588171,170.0577186911768,156
2023-12-16,97.92437244798323,27.532187596883,171.69142519211036,183
2023-12-17,95.7436718344056,20.928479333180604,162.76959277299392,186
2023-12-18,100.00696603756215,35.11052754113777,173.7528710085874,31
2023-12-19,100.91275135381878,34.5979633973321,173.3232463392737,87
2023-12-20,96.85211062605794,32.52853056765061,166.55242997141156,122
2023-12-21,101.82394301651654,32.41252275563328,173.08363855463534,194
2023-12-22,100.15571746100588,36.73939420297229,174.59466276890726,132
2023-12-23,98.83675737546338,29.423178483366513,169.08828885721104,151
2023-12-24,97.30980901905468,26.22028878748527,167.8435292274297,53
2023-12-25,102.18439544805578,29.514593578314624,174.15350844354597,153
2023-12-26,103.64532672192553,32.73039014533127,173.04792172641837,106
2023-12-27,100.07136063083004,27.762243182278326,172.556638646376,86
2023-12-28,105.45073157900764,34.35926100144577,177.12460676484545,149
2023-12-29,104.10216108443343,35.165625833642814,176.78213589203128,64
2023-12-30,103.00835087058479,31.368874662782698,172.11512769152787,60
2023-12-31,101.60770565960702,36.438394663050985,168.4797071122915,111
2024-01-01,106.50778374357932,33.640792112839314,179.99567926948217,176
2024-01-02,107.89384367823511,38.436744646191315,174.38054905019018,170
2024-01-03,104.14748064711128,30.25001432447329,173.39779332272275,170
2024-01-04,109.26207102076799,35.54670789601793,177.64959479484966,38
2024-01-05,107.56364104170282,39.36715534397428,178.65789109585236,78
2024-01-06,106.04416458841547,34.33503710295458,170.08260325912195,168
2024-01-07,104.1530424980683,34.15426310106252,178.01842616830803,89
2024-01-08,108.51026813489784,39.73013174467364,179.81102240467536,40
2024-01-09,109.31465521522492,43.754760334568466,177.83962190597614,121
2024-01-10,104.96212994479966,39.444076045940754,174.46901588331318,55
2024-01-11,109.46081510932581,40.006065826363916,176.29393098280875,106
2024-01-12,107.15153152052412,33.133284169788155,181.06159628656104,61
2024-01-13,105.0407313429008,39.31925434906431,181.94583687492408,147
2024-01-14,102.59162519042016,33.467164431378215,174.134087680951,83
2024-01-15,106.43701667742268,34.40244669600838,176.26800142496242,50
2024-01-16,106.78722877693401,37.0588793202417,172.50190068207073,86
2024-01-17,102.04813151254459,35.71603546636511,170.60491971866375,140
2024-01-18,106.2360050264651,40.78490850949859,172.965203202933,196
2024-01-19,103.69786859855505,31.0421522676229,173.24123963576926,123
2024-01-20,101.4442939556436,26.865734713280904,164.00282406856246,61
2024-01-21,98.94046712815941,32.319150503824766,167.04966259829416,171
2024-01-22,102.81901341149799,32.59193622325185,171.86395074070208,186
2024-01-23,103.2879691580601,33.96361422595407,170.15328400537913,165
2024-01-24,98.74890783279626,26.17211460874046,163.5545285352135,96
2024-01-25,103.21195089304442,28.282846414576365,172.78832089533392,118
2024-01-26,101.01628930904359,26.281121684203786,169.24529525784152,150
2024-01-27,99.16322817776408,30.68879753136184,164.67695510172203,78
2024-01-28,97.10751184961224,30.32572547617821,172.46957263486692,129
2024-01-29,101.47043653881025,28.766661882079966,165.7540781703085,76
2024-01-30,102.44812602785478,39.47134099509129,172.66505856277556,70
2024-01-31,98.42996948654843,30.733391741453268,173.41549159042225,197
2024-02-01,103.41394349517182,36.30112030407886,169.07154092737326,80
2024-02-02,101.72743579375236,34.63781957470186,168.75451987995993,161
2024-02-03,100.36057532016757,32.35882246658176,174.56228775826986,198
2024-02-04,98.75781868530188,22.861818092897114,168.63280170199823,160
2024-02-05,103.53129359509278,35.65193269998823,172.3329274463639,39
2024-02-06,104.86926934666381,33.44581681350201,174.49513548537928,197
2024-02-07,101.15474905120878,28.95997973291726,171.88697597707937,155
2024-02-08,106.38090252176359,32.70074553979925,176.01678670438739,105
2024-02-09,104.871955481925,35.27881599064917,175.48441491798914,65
2024-02-10,103.61653910479725,41.56058689159007,171.57311436162493,62
2024-02-11,102.05925078140187,34.91140424166754,175.24898613666903,16
2024-02-12,106.81392863642183,31.772498470984733,174.58344192716388,106
2024-02-13,108.07201310246371,38.20496744262532,177.87550660077747,122
2024-02-14,104.2209944491762,34.6476574845642,171.7682202186783,134
2024-02-15,109.25967036691152,37.193735979944435,183.48638359506194,189
2024-02-16,107.51883517040498,35.609936242181,172.6781849842786,141
2024-02-17,105.99441110362491,33.393587349701846,174.32797054953866,171
2024-02-18,104.138779477878,34.78429220125988,171.2993131466902,170
2024-02-19,108.57382114783596,41.321104224156805,174.6759179679679,130
2024-02-20,109.49904656826624,37.82777095383043,178.26998886071905,47
2024-02-21,105.30982100093132,34.64900770282462,175.3155967798007,131
2024-02-22,110.01241519341815,36.017638444968235,177.99049544567757,35
2024-02-23,107.94450869061883,41.9698796491559,177.4737857226758,138
2024-02-24,106.1081610744293,38.629872221370476,173.93814145223521,13
2024-02-25,103.96101276907163,32.66433928449907,167.89125904241055,48
2024-02-26,108.12922781421585,34.91482023761253,177.12384090419633,63
2024-02-27,108.81556067208174,38.448304953177306,181.76154078591793,170
